model,family,metric_name,block,reading_bin,reading_phase,raw_spearman_rho,length_controlled_spearman_rho,n_programs,status
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,1,early,0.4076246334310849,0.2008797653958944,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,2,early,0.4468475073313782,0.3922287390029325,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,3,early,0.346407624633431,0.2412023460410557,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,4,middle,0.3881964809384164,0.2408357771260997,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,5,middle,0.3273460410557184,0.1979472140762463,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,6,middle,0.2917888563049853,0.1990469208211143,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,7,middle,0.2382697947214076,0.1990469208211143,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,8,late,0.3192815249266862,0.1752199413489735,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,9,late,0.3251466275659824,0.2558651026392962,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,10,late,0.2565982404692081,0.1041055718475073,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,28,11,late,0.2983870967741935,0.1854838709677419,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,0,early,0.2034457478005865,0.1752199413489735,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,1,early,0.1458944281524926,0.0982404692082111,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,2,early,0.2771260997067448,0.3053519061583578,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,3,early,0.1521260997067448,0.1297653958944281,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,4,middle,0.1154692082111436,-0.0307917888563049,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,5,middle,0.2419354838709677,0.1865835777126099,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,6,middle,0.2947214076246334,0.3024193548387097,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,7,middle,0.1774193548387096,0.1612903225806451,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,8,late,0.2239736070381231,0.221041055718475,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,9,late,0.2481671554252199,0.2346041055718475,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,10,late,0.1440615835777126,0.127565982404692,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,29,11,late,0.187683284457478,0.1601906158357771,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,0,early,0.094941348973607,-0.0274926686217008,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,1,early,0.2628299120234604,0.1656891495601173,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,2,early,0.3903958944281524,0.374266862170088,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,3,early,0.2342375366568914,0.2001466275659824,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,4,middle,0.2254398826979472,0.1381964809384163,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,5,middle,0.2250733137829911,0.1484604105571847,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,6,middle,0.2430351906158357,0.1799853372434017,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,7,middle,0.3101173020527858,0.3225806451612903,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,8,late,0.3673020527859237,0.3372434017595307,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,9,late,0.2749266862170087,0.2236070381231671,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,10,late,0.221774193548387,0.1686217008797653,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,30,11,late,0.2895894428152492,0.1726539589442815,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,0,early,0.343841642228739,0.2969208211143695,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,1,early,0.4164222873900293,0.440982404692082,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,2,early,0.5403225806451613,0.5249266862170088,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,3,early,0.3299120234604105,0.374266862170088,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,4,middle,0.4659090909090909,0.4549120234604105,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,5,middle,0.3497067448680351,0.3632697947214076,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,6,middle,0.3717008797653959,0.2884897360703812,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,7,middle,0.440615835777126,0.4739736070381231,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,8,late,0.4989002932551318,0.5146627565982405,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,9,late,0.345674486803519,0.345674486803519,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,10,late,0.2694281524926686,0.3317448680351906,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,31,11,late,0.4380498533724339,0.3537390029325513,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,0,early,0.1620234604105571,0.0414222873900293,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,1,early,0.375,0.3728005865102639,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,2,early,0.4915689149560116,0.5260263929618768,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,3,early,0.2580645161290322,0.2877565982404692,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,4,middle,0.4589442815249265,0.4105571847507331,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,5,middle,0.2474340175953078,0.25366568914956,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,6,middle,0.4351173020527858,0.3867302052785923,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,7,middle,0.3944281524926686,0.439882697947214,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,8,late,0.499633431085044,0.5377565982404692,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,9,late,0.3933284457478005,0.3947947214076246,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,10,late,0.2613636363636363,0.315615835777126,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,32,11,late,0.4164222873900293,0.3354105571847507,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,0,early,0.2914222873900293,0.2074780058651026,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,1,early,0.43658357771261,0.4222873900293254,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,2,early,0.4057917888563049,0.3834310850439882,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,3,early,0.3933284457478005,0.37866568914956,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,4,middle,0.4299853372434017,0.3387096774193548,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,5,middle,0.2445014662756598,0.2045454545454545,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,6,middle,0.4050586510263929,0.3603372434017595,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,7,middle,0.4156891495601172,0.4292521994134897,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,8,late,0.4666422287390029,0.4728739002932551,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,9,late,0.4450146627565982,0.4266862170087976,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,10,late,0.2947214076246334,0.3075513196480938,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,33,11,late,0.4083577712609971,0.3079178885630498,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,0,early,0.1869501466275659,-0.0252932551319648,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,1,early,0.3922287390029325,0.1319648093841642,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,2,early,0.471774193548387,0.3717008797653959,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,3,early,0.3555718475073313,0.1667888563049853,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,4,middle,0.3988269794721407,0.158724340175953,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,5,middle,0.3214809384164222,0.0997067448680351,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,6,middle,0.3599706744868035,0.2148093841642228,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,7,middle,0.3332111436950146,0.187316715542522,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,8,late,0.4296187683284457,0.3269794721407624,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,9,late,0.3079178885630498,0.1924486803519061,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,10,late,0.3830645161290322,0.221774193548387,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,34,11,late,0.3566715542521994,0.2159090909090908,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,0,early,0.2280058651026392,0.0703812316715542,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,1,early,0.2987536656891495,0.2368035190615835,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,2,early,0.3856304985337243,0.3863636363636363,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,3,early,0.2327712609970674,0.2052785923753665,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,4,middle,0.3845307917888562,0.2697947214076246,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,5,middle,0.3222140762463343,0.2254398826979472,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,6,middle,0.3691348973607038,0.3104838709677419,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,7,middle,0.3596041055718474,0.3706011730205278,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,8,late,0.4626099706744868,0.4871700879765395,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,9,late,0.3273460410557184,0.3185483870967741,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,10,late,0.2089442815249266,0.2214076246334311,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,35,11,late,0.3192815249266862,0.2250733137829911,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,0,early,0.1653225806451612,0.1719208211143695,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,1,early,0.1858504398826979,0.1601906158357771,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,2,early,0.3497067448680351,0.3728005865102639,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,3,early,0.1359970674486803,0.1682551319648093,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,4,middle,0.1517595307917888,0.1689882697947214,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,5,middle,0.3698680351906158,0.3280791788856305,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,6,middle,0.2074780058651026,0.1785190615835777,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,7,middle,0.2811583577712609,0.3350439882697947,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,8,late,0.2734604105571847,0.283724340175953,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,9,late,0.2565982404692081,0.25183284457478,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,10,late,0.1140029325513196,0.1392961876832844,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,36,11,late,0.2547653958944281,0.2269061583577712,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,0,early,0.2547653958944281,0.1011730205278592,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,1,early,0.3859970674486803,0.3101173020527858,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,2,early,0.4087243401759531,0.4145894428152492,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,3,early,0.2562316715542522,0.2324046920821113,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,4,middle,0.4292521994134897,0.3306451612903225,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,5,middle,0.2118768328445747,0.1286656891495601,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,6,middle,0.3174486803519061,0.2188416422287389,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,7,middle,0.3185483870967741,0.2679618768328445,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,8,late,0.4446480938416421,0.3951612903225806,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,9,late,0.25183284457478,0.2353372434017595,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,10,late,0.1924486803519061,0.1623900293255131,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,37,11,late,0.3218475073313782,0.1997800586510264,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,0,early,-0.1019061583577712,-0.1323313782991202,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,1,early,-0.0846774193548387,-0.0762463343108504,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,2,early,0.0608504398826979,0.0234604105571847,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,3,early,0.0069648093841642,0.0384897360703812,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,4,middle,0.0113636363636363,0.0,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,5,middle,-0.0289589442815249,-0.0465542521994134,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,6,middle,-0.0663489736070381,-0.0879765395894428,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,7,middle,0.093841642228739,0.1451612903225806,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,8,late,0.0249266862170087,0.0975073313782991,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,9,late,-0.002199413489736,0.0098973607038123,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,10,late,-0.06341642228739,-0.0047653958944281,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,38,11,late,0.0531524926686217,-0.0267595307917888,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,0,early,0.0802785923753665,0.157991202346041,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,1,early,0.0993401759530791,0.2228739002932551,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,2,early,0.1986803519061583,0.1686217008797653,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,3,early,0.2848240469208211,0.3049853372434017,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,4,middle,0.1777859237536656,0.2001466275659824,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,5,middle,0.1396627565982404,0.2082111436950146,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,6,middle,0.1092375366568914,0.1378299120234604,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,7,middle,0.3016862170087976,0.2609970674486803,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,8,late,0.1928152492668621,0.2247067448680351,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,9,late,0.2426686217008797,0.253299120234604,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,10,late,0.2782258064516129,0.3662023460410557,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,39,11,late,0.2606304985337243,0.3090175953079178,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,0,early,0.0296920821114369,0.0920087976539589,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,1,early,-0.0153958944281524,0.0835777126099706,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,2,early,0.0381231671554252,0.0516862170087976,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,3,early,0.1319648093841642,0.2001466275659824,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,4,middle,0.0164956011730205,0.0388563049853372,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,5,middle,0.0113636363636363,0.0802785923753665,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,6,middle,0.0150293255131964,0.0439882697947214,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,7,middle,0.1378299120234604,0.1297653958944281,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,8,late,0.0102639296187683,0.1198680351906158,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,9,late,0.0876099706744867,0.1367302052785923,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,10,late,0.0597507331378299,0.1975806451612903,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,40,11,late,0.0813782991202346,0.125733137829912,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,0,early,-0.0920087976539589,-0.3310117302052786,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,1,early,0.1810850439882697,-0.0454545454545454,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,2,early,0.0700146627565982,-0.0931085043988269,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,3,early,-0.1345307917888563,-0.376099706744868,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,4,middle,-0.0432551319648093,-0.221774193548387,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,5,middle,0.0447214076246334,-0.1425953079178885,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,6,middle,-0.0095307917888563,-0.1990469208211143,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,7,middle,-0.1136363636363636,-0.2928885630498533,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,8,late,-0.0564516129032258,-0.25183284457478,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,9,late,-0.0355571847507331,-0.2426686217008797,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,10,late,0.0,-0.2074780058651026,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,41,11,late,-0.0113636363636363,-0.1810850439882697,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,0,early,-0.0494868035190615,-0.0615835777126099,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,1,early,0.0516862170087976,0.064149560117302,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,2,early,0.0197947214076246,0.0443548387096774,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,3,early,-0.0406891495601173,-0.001099706744868,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,4,middle,0.0901759530791788,0.0865102639296187,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,5,middle,-0.0608504398826979,-0.1246334310850439,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,6,middle,0.0802785923753665,0.0681818181818181,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,7,middle,-0.0095307917888563,0.0128299120234604,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,8,late,0.1008064516129032,0.1869501466275659,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,9,late,0.0505865102639296,0.1059384164222873,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,10,late,-0.0450879765395894,0.0102639296187683,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,42,11,late,-0.0051319648093841,-0.0164956011730205,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,0,early,-0.0788123167155425,-0.1033724340175953,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,1,early,-0.0366568914956011,0.0707478005865102,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,2,early,0.0249266862170087,0.0183284457478005,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,3,early,-0.0091642228739002,0.0458211143695014,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,4,middle,0.0304252199413489,0.1114369501466275,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,5,middle,-0.1129032258064516,-0.0406891495601173,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,6,middle,-0.0032991202346041,-0.0135630498533724,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,7,middle,0.1374633431085043,0.1631231671554251,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,8,late,0.0912756598240469,0.1715542521994134,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,9,late,0.0516862170087976,0.0733137829912023,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,10,late,0.0146627565982404,0.12683284457478,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,43,11,late,0.1022727272727272,0.126466275659824,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,0,early,-0.1154692082111436,-0.2346041055718475,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,1,early,0.0689149560117302,-0.1004398826979472,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,2,early,0.064882697947214,-0.033357771260997,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,3,early,-0.0168621700879765,-0.094941348973607,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,4,middle,0.0989736070381231,-0.0157624633431085,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,5,middle,-0.0780791788856304,-0.2716275659824047,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,6,middle,-0.0674486803519061,-0.1939149560117301,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,7,middle,-0.0597507331378299,-0.126466275659824,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,8,late,0.0791788856304985,-0.0542521994134897,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,9,late,-0.0733137829912023,-0.1675219941348973,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,10,late,-0.0535190615835777,-0.1660557184750733,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,44,11,late,0.0307917888563049,-0.1319648093841642,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,0,early,-0.2276392961876832,-0.18841642228739,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,1,early,-0.1851173020527859,-0.1151026392961876,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,2,early,-0.2712609970674486,-0.1979472140762463,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,3,early,-0.3269794721407624,-0.2576979472140762,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,4,middle,-0.3815982404692081,-0.3343108504398827,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,5,middle,-0.3123167155425219,-0.2008797653958944,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,6,middle,-0.2327712609970674,-0.1653225806451612,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,7,middle,-0.2804252199413489,-0.2159090909090908,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,8,late,-0.3636363636363636,-0.3900293255131964,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,9,late,-0.2562316715542522,-0.2093108504398826,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,10,late,-0.2705278592375366,-0.2148093841642228,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,45,11,late,-0.2543988269794721,-0.2162756598240469,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,0,early,-0.2921554252199413,-0.2272727272727272,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,1,early,-0.4131231671554252,-0.3321114369501466,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,2,early,-0.5120967741935484,-0.4853372434017595,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,3,early,-0.3522727272727272,-0.314516129032258,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,4,middle,-0.3984604105571847,-0.3478739002932551,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,5,middle,-0.5216275659824047,-0.4648093841642227,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,6,middle,-0.3951612903225806,-0.3493401759530791,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,7,middle,-0.4149560117302052,-0.3804985337243401,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,8,late,-0.5417888563049853,-0.5447214076246334,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,9,late,-0.4028592375366568,-0.3804985337243401,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,10,late,-0.4233870967741935,-0.4109237536656892,32,available
GLM-4.7-Flash,MoE write / expert update strength,moe_write_strength,46,11,late,-0.4112903225806451,-0.3991935483870967,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,0,early,0.2368035190615835,0.2162756598240469,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,1,early,0.12683284457478,-0.0084310850439882,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,2,early,0.2584310850439882,0.1334310850439882,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,3,early,0.3819648093841641,0.2914222873900293,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,4,middle,0.2609970674486803,0.2078445747800586,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,5,middle,0.4127565982404692,0.3222140762463343,32,available
GLM-4.7-Flash,Residual integration,residual_integration,0,6,middle,0.1616568914956011,0.0784457478005865,32,available
